ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
387,17356.85576,98.61344511,0,0.69356284,60.3509902,21,1.253659888,6.318571225,0.033786494,93.20358207,1,3318.914605,0.218328696,4.577650094,420.7985148,1
953,19325.90767,80.49288809,4,4.415248369,60.06899288,2,3.364339802,3.254829219,0.009942659,93.36260248,1,3512.573903,0.417887901,5.871457421,446.8385966,1
762,17317.97424,93.93377976,3,3.552769159,63.90665273,9,4.911198779,5.771438789,0.095670216,99.72429627,8,1376.176718,0.163126749,5.859239735,119.2723489,1
738,5023.476578,94.50652781,3,3.472395869,64.06226414,10,2.381112378,2.546899999,0.074124352,83.06956334,7,4424.685218,0.171328699,2.981944084,466.4886392,1
254,14546.02055,96.72757155,1,3.265892685,88.19587636,4,0.810709394,6.643438909,0.013177756,80.67669548,5,4079.628132,0.282461149,2.058750405,286.4810817,1
589,5767.030722,99.48878621,1,4.321486151,68.1966413,1,0.516702907,4.722438557,0.051126882,94.91027901,8,3361.966135,0.1936409,5.892150744,485.6968826,1
485,8864.108305,99.51203838,4,2.661201165,95.78856419,7,1.346280913,2.828228237,0.05555752,88.77574866,4,4674.380524,0.46121123,2.081289042,315.422331,0
884,5892.870505,81.30553515,1,4.416848729,97.14425318,13,2.847210095,3.469150799,0.016788876,88.5764671,9,1674.551631,0.120300916,4.114798515,194.057404,1
203,14056.93179,96.43678646,2,2.117502618,99.03573352,7,4.734026505,4.765621639,0.042722153,84.50606753,0,3746.629544,0.338909026,2.674749985,489.867323,0
492,15298.8487,92.92619867,2,4.67018377,97.5632522,22,1.495825415,8.451259634,0.064574612,90.13726081,7,4851.927111,0.341691758,7.362244975,197.3219656,1
910,6717.314571,92.94684269,5,3.64395641,70.87553288,5,1.526955857,3.39004557,0.028401057,88.84344687,2,2240.035858,0.126410371,8.848079681,452.991291,1
345,10757.58325,82.56699853,2,1.657297112,80.39107379,0,2.405898296,2.877313772,0.033160895,86.90900016,8,1061.169256,0.393025686,6.201231489,169.2513979,0
275,11843.54763,93.00374333,2,3.038382148,67.01819881,23,4.592711675,6.127512052,0.012202848,88.85490319,0,3939.469868,0.287559018,4.691402265,369.9070291,1
138,10535.79533,99.64965161,4,2.898637527,92.24838621,0,2.095275253,6.469575712,0.041324064,87.67669541,2,1027.921298,0.389229349,9.969783767,264.5166436,0
576,6815.375007,98.23637139,3,1.120544698,95.53726821,7,1.116146959,2.721930541,0.058385728,98.79792716,0,4490.134597,0.430769994,1.190882217,488.8072693,0
781,11284.21685,88.78261322,2,3.160593076,94.05155357,10,0.815654575,4.275875834,0.011652554,99.60503315,0,1225.205008,0.229159741,3.739069758,173.9090525,1
858,16267.67072,80.79895947,5,1.916535307,77.33467795,17,2.285076846,4.102112303,0.061478436,96.79801865,5,3611.058919,0.293794353,3.508058374,263.5178692,1
637,6065.114968,87.2458698,1,0.735569451,90.34695539,23,4.003387179,3.489772876,0.039779321,99.80828182,3,2508.736578,0.204304312,4.205832383,355.9105296,1
966,6202.700211,96.52780623,2,4.76895271,63.90316678,9,1.456762024,4.525105018,0.067818225,85.31438858,9,1813.362615,0.180605385,3.07536167,491.0481693,1
917,10321.56938,94.02998203,5,3.386706661,61.60979082,11,2.562613196,2.296868092,0.031483698,96.8585022,3,4593.033599,0.100237903,3.378365519,221.5452307,1
507,19125.88567,89.18687311,4,4.446135193,90.12945657,19,3.015041362,7.212398264,0.056849924,88.13258024,4,3984.983408,0.485452605,3.319093989,258.7484204,1
624,15028.5897,81.1020307,1,3.542252023,77.01421097,22,2.252352058,9.90789716,0.061280285,94.92272796,2,2361.762265,0.276371388,5.551696457,284.7167949,1
927,15180.04935,88.53789456,5,2.106426615,99.82197059,15,0.958451207,7.07237414,0.06905074,84.02785281,1,2136.612371,0.105227909,4.519497493,201.0801965,1
605,10428.79986,89.38049879,2,2.807096325,63.89016863,4,4.60872839,4.888611604,0.075693898,96.23912179,9,3944.049177,0.103575431,6.753520918,426.9418802,1
924,13904.91187,98.57111066,3,3.540860422,94.22510726,15,2.827246176,7.343282409,0.013635171,81.66928852,7,4346.28305,0.215341027,5.629610439,136.7982423,1
135,5151.96776,92.82172207,1,4.821135463,79.19932262,23,3.64567192,6.572127368,0.096524274,85.41115413,6,3863.401857,0.105575071,2.650796671,381.9159727,1
784,14541.4407,86.23305833,1,1.641512566,93.08600782,11,3.180215027,8.774063445,0.084364542,96.43905234,9,3559.9569,0.249805847,8.29040481,313.571588,1
119,18699.30421,90.50636529,3,4.437396764,92.68509129,5,4.990240109,6.974996488,0.056231878,94.94318444,3,1911.698901,0.125175401,5.249756785,196.7707824,1
420,14188.60203,81.32110616,1,4.658350124,96.63968005,4,2.281550672,7.072610837,0.089035887,90.0249351,1,4411.215933,0.115700636,2.379083661,297.1321894,1
875,18105.4789,99.45136471,2,3.516869816,71.91400045,0,2.124861866,3.773313506,0.038243297,93.45585549,8,3998.647934,0.367752558,2.501918586,431.9796369,1
611,15859.59583,87.20119804,1,4.690699823,97.99197414,18,1.80069933,5.325017908,0.003428655,83.71148049,7,3069.097159,0.462736516,8.172715694,278.1766416,1
499,6808.376246,89.5573471,2,2.290453644,66.06667841,9,1.808142297,4.755328482,0.072703138,93.35527245,3,3046.351049,0.263754633,7.326938658,148.759106,1
753,18536.79961,87.10567948,3,4.788572792,63.2787511,13,1.378851054,2.091401499,0.094334415,80.15952335,4,3276.692111,0.434708172,5.558751573,116.3207849,1
982,5996.657665,93.6502346,0,3.662522947,77.26462069,20,4.903150626,4.506245835,0.016185466,96.66431735,9,4313.105577,0.111706184,3.754733588,411.1185176,1
570,13009.51209,93.24464317,3,0.689025953,93.13291875,2,4.353910172,5.888496995,0.064387395,90.32575216,5,3969.038195,0.411076022,5.144698331,232.1732583,0
242,7132.056857,94.30644621,2,4.580927743,78.93684523,5,1.583365025,6.798789066,0.081342556,98.87756903,3,4424.979976,0.125119997,6.728351834,472.4978786,1
191,5175.599161,85.36286459,4,2.680127641,93.1714671,4,1.526145223,9.476551574,0.090506705,89.56328535,1,3029.131087,0.435375769,8.913540857,346.8588724,0
453,11330.5139,86.31336962,3,2.571471432,89.18747223,16,0.517669936,3.912910075,0.027652776,88.66174565,4,3498.596236,0.452946538,6.002810809,274.5135565,1
933,9425.610615,82.50502462,4,3.049099727,68.37713545,17,4.385154303,3.219431929,0.012873381,89.00105625,0,4418.287228,0.414389537,3.490617653,325.7859681,1
899,12290.00741,93.11019944,4,1.17223046,97.955265,11,1.858830254,8.955565512,0.024785011,87.19457241,6,1929.280241,0.42829961,1.384659232,282.853058,1
826,13657.9983,80.79594255,2,2.611247219,62.43124675,4,2.863076961,9.534779953,0.057772164,83.33350168,8,2776.082721,0.324593827,2.579095503,462.324433,1
953,5656.086085,91.95364671,2,4.240072475,95.9311883,8,4.501888644,5.903633989,0.091872826,96.84125454,2,3482.608948,0.205953977,6.851598586,283.2087477,1
150,6845.049427,97.3939177,0,0.569671066,72.17773796,11,2.040503242,2.92173249,0.058253581,87.78170816,5,4660.585029,0.357292401,2.443932701,141.6258034,1
764,13379.63595,97.81664297,5,1.728127221,80.00592333,19,4.034340217,5.883106394,0.09196213,90.58216856,8,1063.344044,0.27581666,5.333855978,338.8352157,1
797,10147.5103,88.98075521,1,0.511045639,76.89407491,8,2.151428131,2.875546617,0.077003702,80.39773833,3,1850.292633,0.102134624,7.290595139,349.1924185,0
674,15937.60231,89.18607376,3,2.370700891,66.87338228,2,3.504704695,9.06548463,0.059838946,81.20507745,5,1937.802031,0.290730283,3.774024113,406.1320291,1
289,14784.37473,81.53938366,2,3.777419797,74.32587466,0,2.155922036,7.665200837,0.002179851,91.94366459,2,2306.450721,0.36047517,7.021953008,473.3136566,1
224,17684.06544,93.41530051,3,4.094473231,67.71737745,21,1.963795673,3.929096142,0.033307577,97.58456165,8,2127.146482,0.105553464,6.229648555,277.2326728,1
249,15387.3924,96.42518841,5,4.753353925,68.15545902,14,4.953546198,9.093525547,0.005745956,89.86791656,6,3360.555142,0.348544134,4.950451962,240.8306426,1
413,11448.96616,84.89310109,5,3.238270758,67.48227344,9,3.06174921,7.103213832,0.032224235,83.29949161,6,4542.481057,0.361012762,9.07520931,296.3084063,1
669,15094.49934,88.42601763,4,1.6458209,79.56069521,13,1.836955908,9.626106694,0.00623335,82.32254629,3,3547.911364,0.163243031,7.228530014,460.0795608,1
441,9130.717614,96.77678674,1,4.658665771,91.9172547,6,1.289097385,9.843838792,0.016781586,97.99576003,5,1966.106236,0.272429674,4.245373298,491.9929527,1
404,9594.702482,97.54240935,0,3.988920892,82.75880135,3,0.198831851,2.026254314,0.041068592,94.03275708,7,4455.0114,0.48573304,8.238380802,488.4940026,1
791,16834.7774,84.86359961,3,3.084928174,95.72826354,4,3.532831701,2.961713672,0.051488475,99.32391109,5,3528.183157,0.453675691,7.642919928,191.8782051,1
781,11696.29275,91.01141269,1,3.630380971,85.46177954,19,1.860787141,6.375378646,0.021714169,81.64697243,5,1875.8485,0.264328569,8.12515569,298.7581446,1
937,16975.70511,83.84986301,0,4.659423598,87.57360463,15,4.106270819,9.646822996,0.073257738,98.0522571,3,2446.666149,0.239938507,6.768603847,203.7896103,1
882,17336.33561,82.03757528,3,3.705773128,86.70428919,2,1.819342303,9.953869084,0.059036462,96.91264625,7,4159.859227,0.149632272,4.414335543,247.1931129,1
153,17863.43506,98.22241003,1,2.157685284,77.97836773,16,1.866645962,6.539263482,0.069176053,97.86370366,9,3955.724726,0.114075634,4.13720664,112.6736422,1
543,18749.52854,96.41015008,2,3.70862691,87.57355289,12,3.895905032,3.390411912,0.073276568,80.11525913,7,3306.329478,0.218985111,6.887362247,164.2404717,1
712,11464.77831,95.20069804,3,0.681251732,62.78830986,5,2.447333284,3.30440016,0.072692034,94.83806961,8,1579.070011,0.476113339,2.178100072,258.8303819,1
363,9783.002275,80.97532638,1,2.238870028,94.39405888,4,4.424473853,8.110862065,0.09362339,90.97876228,5,4213.157189,0.483445381,8.379229154,245.8818529,0
152,13732.9812,96.87457585,5,2.328453643,91.11248574,15,2.950678784,6.73550143,0.023722033,91.46358868,1,2230.170114,0.425007736,4.333018456,211.5330205,1
671,10567.58635,88.76088152,0,1.250772055,69.80919833,10,1.203224068,6.390191191,0.027015564,89.38403975,3,4086.391756,0.240329925,6.673347904,192.1238308,1
719,14016.1125,86.84790247,1,0.603884662,90.72129817,16,2.841359272,5.726119386,0.009420107,94.85353835,3,3590.265463,0.157450573,5.491575234,399.5822858,1
104,15583.78794,90.92952722,2,1.100215565,60.50570406,4,0.02000838,7.801077013,0.059258636,99.99678581,7,2056.681127,0.33821339,5.673938428,217.8198799,1
202,15326.07528,81.82706485,3,3.445796731,68.6898629,5,1.561986874,8.864433432,0.039518551,94.21076719,4,1849.476913,0.358602003,7.642055316,382.6174526,1
295,10618.29331,95.13293099,3,4.110299674,62.60548955,9,1.039761702,4.42366465,0.049619888,93.56100832,3,1523.639693,0.269829428,6.640030483,247.4500436,1
873,7502.903025,91.64870154,3,4.946915717,91.20907666,20,3.270939278,3.767342137,0.016982146,93.08875431,7,1967.784946,0.376658718,3.252780895,420.7916956,1
976,11457.94008,83.73180194,2,2.058635764,90.23496605,0,0.680192917,7.361593331,0.064906025,93.9042334,2,1631.31609,0.398672754,1.668033383,166.8933395,1
983,7138.912161,83.764644,0,3.1972065,92.54544095,20,1.450487234,9.317859392,0.061901936,86.84224935,1,3468.204991,0.413224665,8.562106606,163.0415521,1
449,18351.45553,83.68497303,3,4.717152351,60.17926773,9,1.656542772,4.785259521,0.026478443,86.40439487,3,3395.132476,0.300919245,8.964046673,371.8689068,1
146,10188.16191,81.14004775,0,1.251688016,80.04930907,16,0.016466144,4.179585753,0.046541669,95.68675957,0,3344.688241,0.416656311,2.480468796,465.9660967,1
966,7316.896208,91.75596899,1,3.729405139,88.1934479,2,0.233832841,3.808917042,0.089430094,81.06176035,0,3567.559237,0.110190571,3.785293602,157.1946819,1
922,5381.716399,96.80696355,5,3.897404299,66.21604515,1,1.55563064,4.035927262,0.077349903,95.18495476,4,4259.138136,0.372161747,3.541081437,129.4818471,1
919,14687.33579,80.34996428,5,0.900389911,85.9916291,16,1.111782266,3.079466744,0.022694388,96.2768317,0,4654.210846,0.194253583,9.437037047,473.8548827,1
755,14553.53476,80.9800929,0,4.375622233,63.36440397,3,0.584533693,6.774225821,0.087885485,90.43195919,3,1921.502152,0.208208117,2.842996437,146.9307775,1
368,10109.0625,91.45540553,0,4.158972712,67.25303424,1,0.770808282,4.246608549,0.006731297,98.20296191,7,3351.097961,0.136520683,2.498853089,200.1467679,1
469,6075.678333,96.38991371,5,0.65031353,79.0318726,4,4.177684807,6.919554893,0.041392857,89.46174874,7,1313.344885,0.176956905,2.636546948,471.797667,0
735,11144.43342,86.53477781,3,0.909879867,86.14260611,9,3.416597878,2.664258796,0.008011823,83.56173336,1,1480.569753,0.496803293,7.568822585,421.1671572,0
205,9668.262426,86.99228798,4,0.721071023,65.83476508,0,2.420587655,2.923654337,0.092421419,87.22797297,2,3617.357252,0.266156052,8.992178598,237.1031255,1
769,15156.8096,91.92692995,4,2.006345893,67.40893323,0,4.544373881,6.289135422,0.004070244,98.11735012,2,2946.322247,0.471106159,4.540306696,481.8110879,1
758,14086.68874,85.48425778,2,2.791800458,68.17785468,3,0.147763955,6.092247556,0.01512403,99.87476577,0,4033.328347,0.165159811,2.224719139,327.2194053,1
756,10468.90592,80.53216732,5,2.895564776,69.54803219,6,1.72467468,4.172079414,0.091503994,88.43707934,2,2702.709924,0.181623537,6.271497977,128.8993051,1
219,8268.388314,94.70457036,5,1.704500419,69.06215394,13,4.116918588,8.617046813,0.058215764,83.33693091,7,1510.393627,0.323125342,2.889414625,381.2267509,1
930,19820.53949,92.51299826,2,4.60218599,75.80596434,13,3.141444973,3.496377319,0.079518798,85.7265856,5,4488.214615,0.239813016,1.577363026,314.9109431,1
886,11810.02432,91.61511998,4,2.157182554,86.15158603,17,4.908437172,4.885288993,0.001640676,91.06592685,4,1331.553885,0.357566083,8.976082405,329.0352202,1
703,15324.11354,94.83368258,1,0.704975702,77.52127133,1,4.722574616,6.444093649,0.041909507,91.44191837,9,1755.85857,0.26881863,8.837571487,497.6416977,0
157,7108.294514,93.50461675,3,1.851022002,91.03895635,0,0.849712455,8.93768882,0.098446563,92.60118813,8,2107.907464,0.424638895,9.783191442,161.0057133,0
445,12283.84549,84.11763976,3,2.889992401,88.77074024,20,4.859934986,5.348407801,0.057981907,96.70706745,6,4981.122428,0.272623628,5.266042794,362.7183601,1
840,5413.050798,87.04962094,1,2.336998202,65.06107656,21,4.72767393,5.188807644,0.084968279,94.22428303,5,2667.439281,0.328939673,3.646010784,283.4964389,1
573,12581.82677,82.52220283,1,1.732291336,61.95366493,15,1.868054725,6.636299424,0.096355948,85.21680453,4,3006.834122,0.22842928,7.92805371,208.75725,1
216,19460.26111,82.59714027,4,1.090954624,95.11766256,21,4.914401458,4.533563324,0.068504051,87.90088121,4,4078.787004,0.381616395,2.624454389,377.4179167,1
929,10763.10069,93.52391493,2,4.18624025,63.19324266,17,0.179220762,7.673386025,0.032763046,96.79633168,9,3545.662341,0.361893684,3.189628691,367.2851229,1
890,5584.940189,97.17200214,1,4.98265359,65.93356723,15,3.303752775,3.989567525,0.030860693,92.66765341,8,4365.682768,0.258800413,3.301143636,442.5980432,1
226,5464.336864,99.25465168,2,1.982939601,60.88533102,22,1.330739021,8.585567976,0.007127741,83.32836096,9,2945.733834,0.210412841,9.564574689,451.5476941,1
492,10819.8014,92.56694235,0,2.217294699,85.13345461,21,0.647315483,4.178827305,0.04277721,86.51077608,5,4888.71075,0.34564175,7.568406269,324.7277812,1
740,7400.374047,83.68202647,3,3.281168861,83.29482253,23,2.887674625,9.941609298,0.091538942,95.82181825,3,4187.249446,0.47726066,2.203253133,230.2290264,1
157,5350.281445,82.11300691,4,3.732986636,99.47614666,5,1.531751541,4.531699795,0.047806243,83.44188247,3,2605.461553,0.15305721,1.835612903,311.8321802,1
733,16343.20421,96.25701943,3,2.264132907,95.47729585,9,3.334126719,9.030609109,0.091099491,93.82101305,3,2525.087292,0.419646647,8.585333682,243.7020507,0
612,11877.84513,91.57512953,4,4.572182826,76.4337271,1,2.699905261,5.178847633,0.081714193,91.27073072,5,4717.964768,0.317196709,8.220468907,210.9424336,1
850,9338.67158,92.36570042,0,3.020017952,74.86343364,6,1.962947005,3.968438736,0.098418711,82.94949813,0,3737.662543,0.310223878,7.038951202,320.6301511,1
901,18501.24775,95.62924178,3,2.526755344,71.87408137,20,0.909110807,3.809306004,0.094769528,93.77757848,8,3485.734538,0.484673659,2.764905872,363.1736697,1
195,6742.084403,94.06554455,0,3.410027389,66.0962768,16,3.006250987,8.801530255,0.070648327,82.84697941,1,4031.32255,0.342349919,5.32255185,336.2285148,1
737,19338.78243,96.68916506,4,4.787617317,65.52334626,2,4.146153147,4.470023891,0.087121729,87.96871158,1,3243.335312,0.432207131,6.424533509,481.7678085,1
217,9709.500761,81.12427811,1,4.075485325,65.29134832,19,3.000022343,4.708504072,0.07480777,86.17119849,4,1636.667092,0.3057909,9.389237742,219.4544474,1
659,18326.05508,94.95041273,3,0.680059087,64.56459029,11,3.052612779,3.575944447,0.070339451,93.80019905,3,2276.861848,0.199941347,2.524813662,248.936674,1
700,14044.14315,97.01705515,0,1.995394598,69.6204817,1,2.559186821,9.690597745,0.071555958,95.64724713,2,3231.779455,0.377796109,5.639021264,367.0571293,1
587,17400.6104,85.72270085,5,2.617451082,72.26674521,6,1.941200587,3.957951525,0.072104368,83.36633164,4,1072.671284,0.469270762,2.41976475,340.143451,1
336,19760.19745,92.80894548,3,1.915329075,98.46315884,16,2.287290208,3.979548952,0.037941901,96.23993485,6,2749.40282,0.436492038,4.994644065,100.7453541,1
984,9326.081567,86.28324128,3,3.650844024,83.13893004,18,4.947708786,9.551183122,0.042356242,80.14428112,9,4023.211517,0.179345442,2.801214772,224.9141874,1
996,19417.03228,99.15942133,3,4.218211174,99.50383098,11,3.748342511,9.20719084,0.029407116,90.60117095,1,1656.936018,0.226755648,8.525675875,201.504741,1
371,10842.22842,80.66847145,2,3.791052928,74.89867791,8,2.15279732,3.991287065,0.014826058,90.3357778,5,1258.235801,0.30675227,3.292626499,435.9659547,1
288,10782.67857,91.59585688,0,4.951999791,78.3050653,13,2.286482,8.917804556,0.04584434,92.47642862,3,4344.116563,0.328641318,4.753942446,446.4994924,1
803,10105.80656,83.33007094,0,1.726464416,72.98314637,1,2.498160039,3.998585705,0.089994929,84.79401061,1,3469.095474,0.177525646,4.670088872,213.5572564,1
546,13121.11411,94.2444041,3,4.437452728,67.31550604,20,3.296570972,2.675713319,0.065126471,80.1971366,0,1706.31589,0.192004936,8.79665464,140.8284615,1
680,7312.175648,83.51780567,1,3.949801993,65.72658831,3,2.329791171,8.562890787,0.005618036,89.09525832,7,4225.219922,0.403532428,7.820177183,182.0807788,1
889,13305.67228,84.70766524,3,2.129804409,97.80316791,18,3.430895592,8.172465263,0.081119994,81.42812423,4,3632.517886,0.392126967,1.518179401,170.6273596,1
960,13125.57219,89.88741622,2,3.803560446,99.47242727,20,1.645939033,4.357336974,0.093540153,97.84387774,9,2336.477079,0.435683526,1.603787115,194.9741437,1
346,16428.52719,98.296699,4,0.968341804,61.79637986,15,2.05319816,2.721111881,0.082942244,83.47332651,1,2504.785088,0.473171923,5.960775206,193.8579609,1
175,17504.74943,84.23428744,2,4.052000671,66.01383499,21,4.320265624,3.651511076,0.072754141,88.50465935,7,1623.552653,0.223304448,4.849471246,291.9354596,1
253,11606.62025,82.88480042,1,2.895487712,76.94096369,16,1.644528274,8.168452567,0.01501204,88.6800078,2,4341.022377,0.443837983,3.480257985,227.8565523,1
755,9534.99874,95.17953664,3,1.815305777,67.45333905,1,4.822183666,9.71798252,0.034899989,91.05729296,6,3036.026607,0.366404717,8.133588444,323.9287003,1
534,8890.02346,90.01239065,0,3.450997858,74.55521575,16,0.862524735,4.072016574,0.056528689,95.65064698,1,3228.076307,0.48310817,2.157716547,237.6538497,1
185,7919.357551,98.23570225,5,3.387289994,65.16385399,18,1.208399079,8.546070408,0.007686078,89.44296301,6,4533.967661,0.208829662,9.766512216,425.870772,1
796,5864.713733,82.93229114,3,1.442688002,78.26047027,7,2.318398754,3.823461259,0.010627021,80.51506534,3,1063.322466,0.207868601,1.216922561,480.3169911,0
384,10136.71968,92.91855786,1,0.636788367,70.86778465,23,3.98704363,7.436803135,0.093425392,95.42220822,9,1267.69225,0.381717379,2.064076521,261.5673813,1
319,9053.715382,84.65758292,0,2.451301641,74.07620223,19,3.657877388,2.668907752,0.070269119,81.64346629,0,1646.315927,0.47136431,3.801849888,119.7874139,1
168,19496.26079,83.13520857,2,3.062803412,63.77250606,5,0.872330088,6.682365123,0.027508705,92.83106585,4,1120.151252,0.42982233,5.582341857,195.8312989,1
146,13365.63239,93.6685883,4,4.444723753,77.12512203,11,1.18342513,4.15351913,0.032736031,96.06859017,3,3632.624626,0.390815823,2.945225426,140.7432657,1
193,10209.15559,91.8736924,4,4.67697558,99.33030444,22,2.876314945,9.40676759,0.03844293,85.65380345,7,3535.517873,0.254923679,7.62593634,237.9055639,1
849,13707.01401,95.09654917,3,2.879623482,73.15332188,17,1.475823726,4.31800711,0.007507129,88.98212963,0,1843.207612,0.387106934,4.217877131,358.0456937,1
552,7087.95052,86.18925153,2,3.892115677,95.05717099,1,2.111626622,5.187525559,0.0739177,80.28671684,1,1597.62578,0.420438231,1.346845001,307.5631636,1
303,11660.65624,88.95943313,5,2.476864725,93.72796566,18,2.432970877,8.725432889,0.017683401,96.07750399,4,1582.738806,0.401314272,8.899497707,197.1502712,1
317,14393.51482,88.10943353,5,3.857369705,98.08233673,23,2.971230027,5.50619666,0.080512002,94.0652218,9,4812.965653,0.370724319,9.494791058,406.9036211,1
573,12333.46748,99.68178928,1,1.421606862,91.60438049,9,1.255256622,3.907298014,0.084587243,84.62774789,9,3774.018114,0.118852501,6.567072602,152.5922918,0
531,11026.68201,85.84497913,4,2.169791307,86.38387308,2,0.815700718,6.380354567,0.063843418,87.80452396,1,3341.715314,0.363885973,8.258827497,191.27839,0
440,19907.72583,85.89634477,2,3.354025995,94.26337777,11,1.992816939,8.719929565,0.076985494,93.90633004,0,2289.947487,0.291317862,2.090003848,370.4188602,1
650,18204.72143,87.09096418,3,0.581710845,63.02578723,15,0.410131124,5.465420896,0.017183517,87.16326244,5,2732.172792,0.484627709,3.419382536,178.8937547,1
711,14351.08937,91.29188163,0,3.751075897,78.51322629,11,2.633825855,3.063107914,0.057593898,83.24829551,9,1357.623525,0.342875953,3.927085189,371.5050864,1
388,13540.66042,85.04645489,3,4.259909756,99.57024954,7,4.198025796,5.064695305,0.067679931,90.37011058,3,4992.607552,0.343290902,9.646778503,490.7765401,1
353,14309.9072,98.30579881,3,2.296137475,90.78400605,4,0.594878297,9.635801065,0.066156058,94.47135141,4,4020.341854,0.497622075,5.610003759,432.5413149,0
833,8019.681617,85.3137113,2,2.515740877,98.48301512,10,0.563652661,2.576172963,0.011728988,86.41619014,2,3485.812627,0.137435116,1.066722029,164.0042161,1
456,10927.06615,97.91631463,4,4.330769955,91.18537425,9,0.401088994,5.26756138,0.034438246,82.43544543,9,3351.068781,0.210526514,4.421672406,308.1993686,1
122,5591.892993,82.06950127,2,3.990445859,94.9952787,2,4.239306449,7.184230352,0.032503752,96.59088324,5,3017.257488,0.362431776,1.069755408,268.9286254,1
861,12133.19056,93.13125405,0,1.796672701,88.26118529,22,0.403524475,2.62814181,0.057252687,85.05603733,3,2029.709711,0.226094502,3.140251664,496.6677653,1
621,13145.36876,98.13971037,2,1.95789248,90.42008018,8,4.917310177,4.759620376,0.076523713,90.25629908,5,1905.561614,0.238460059,5.092300604,485.7602807,0
857,8416.246042,83.37498877,1,3.554952046,80.92712039,11,1.79165647,9.524626832,0.057059037,93.82686299,4,3198.129829,0.457057976,3.910537499,150.8448211,1
936,19460.43271,99.3665392,3,3.034391416,96.96950803,5,1.643810796,2.245085538,0.075482744,86.34150401,1,1280.803258,0.331741562,1.294607911,463.4923488,1
199,18641.81916,89.05766721,4,1.23003307,93.00155642,18,0.45815876,8.013935036,0.00989676,92.97273075,3,1297.883195,0.141146233,2.047021502,177.3673352,1
901,15832.14853,98.91430217,5,1.894684592,93.75539863,15,2.928206063,8.730999729,0.087813869,89.19419013,1,3243.254413,0.224345034,5.957979051,227.7806007,1
279,13000.79943,93.53640087,0,4.549924746,86.92036404,20,2.929411062,4.216485803,0.053661707,91.4087331,4,4679.248193,0.130423351,7.260444139,241.3631919,1
322,18049.53739,86.0317374,5,3.596784965,72.18319788,22,2.469029136,3.717714956,0.003749866,91.81152207,2,4657.087405,0.322451973,4.64094111,214.728818,1
861,6959.785157,83.7660505,3,4.93688443,61.42519182,23,1.555100736,9.318567149,0.0643213,96.48301374,5,1043.313203,0.169307279,7.583335718,441.2975173,1
758,16857.64691,86.07470092,2,3.951556385,97.42620518,13,1.84290445,8.112013564,0.051734719,93.12652547,4,1429.576863,0.44284606,2.469995997,231.9729624,1
541,6872.31221,81.86034819,5,4.738884945,83.44481395,3,1.602516968,2.907045677,0.022036957,85.28613384,1,3332.310775,0.330925611,2.09852153,426.6953676,1
707,16913.15994,82.87735933,1,1.472848582,71.92571885,17,2.130732041,3.697578044,0.076442546,81.19208682,9,4393.902887,0.123750257,8.555083443,497.7507266,1
868,9136.513524,82.09320881,2,3.971681937,65.96540431,9,1.708940527,6.97084124,0.093356825,80.03971088,7,4817.796347,0.220350265,4.052920136,436.3046151,1
424,18156.35872,88.45887087,3,0.590978841,93.18092662,17,3.377586599,5.355335431,0.032268345,98.0883477,5,4442.328904,0.346535067,4.890231297,238.4571706,1
615,19160.63141,95.91156753,5,3.518420098,93.46080778,11,1.478932362,6.033394964,0.049391568,98.84220104,8,3710.452541,0.234199327,9.528234421,384.5009574,1
115,7231.939541,82.82767108,0,2.611770252,92.58031873,18,1.754191157,9.612339481,0.0128175,81.88222975,2,1802.10031,0.305270667,4.817010951,313.5693788,1
891,11940.13408,82.60640866,5,2.060420324,85.80330768,7,2.177299424,5.361883706,0.092979972,89.74107237,3,1290.485896,0.463744918,1.031410953,414.6071136,1
435,19714.81067,92.86857899,5,4.380819585,74.6406155,0,0.019809171,9.053455967,0.031879606,83.03190407,7,1190.063131,0.240014388,9.441747456,161.2389579,1
858,12251.11154,83.94365964,4,4.344204617,72.16281139,13,2.460412871,7.285957749,0.019478468,98.97498173,6,3448.307139,0.234349145,1.127067701,355.2538371,1
357,17953.21284,81.95220076,5,0.600357672,60.3421908,22,1.279099016,2.97295567,0.047842868,84.93665034,7,1144.754416,0.427902737,6.960576554,409.4667093,1
596,13830.97283,83.33697156,3,3.242773051,93.34430235,5,0.28075227,7.956056293,0.004328249,90.03294191,8,3956.959826,0.227502609,3.906018186,404.4925342,1
995,10629.94862,98.47462792,0,2.155245009,63.4973079,13,4.555106494,6.161672592,0.025283683,83.31240383,7,3849.882949,0.131183338,5.233516809,485.4372022,1
259,9286.753333,96.42942506,3,2.370474507,85.23019992,1,1.612093669,3.800778003,0.006765774,86.65522169,7,1318.443299,0.172377982,5.925566509,123.3645523,0
574,8048.346366,87.08129125,1,4.244183326,80.16299787,8,2.130426318,4.316394585,0.012737115,85.33612722,5,4626.48946,0.4795201,4.676140516,238.3117476,1
951,16426.97287,93.11641535,2,1.894278972,81.06757436,11,4.136715792,6.458659398,0.011215755,89.50852086,1,3087.717155,0.473317117,7.969319085,290.6214327,1
